9091,sabia,sabio
9090,muchas,mucho
9071,dentro,dentro
9038,hice,hacer
9022,contra,contra
8960,auto,auto
8917,camino,camino
8913,ayuda,ayuda
8911,primera,primera
8886,hacia,hacia
8885,vi,ver
8881,miedo,miedo
8821,adios,adios
8817,primero,primero
8793,deberia,deberia
8725,poder,poder
8677,ninos,ninos
8663,seria,serio
8662,historia,past
8645,hey,hey
8602,mientras,mientras
8581,ciudad,ciudad
8571,dijiste,decir
8501,espero,esperar
8480,cuanto,cuanto
8464,esposa,esposa
8432,pronto,pronto
8428,chicos,chico
8418,cualquier,cualquiera
8410,viejo,viejo
8404,debemos,deber
8384,deja,deja
8371,ano,ano
8343,muerte,muerte
8342,hablando,hablar
8328,manos,mano
8328,da,dar
8320,loco,loco
8232,problemas,problema
8191,mano,mano
8160,guerra,guerra
8111,semana,semana
8084,pasar,pasar
8068,vale,vale
8007,cual,cual
8002,viene,venir
7897,volver,volver
7895,toma,toma
7892,caso,caso
7882,agua,agua
7857,hare,hare
7853,vete,ir
7839,entiendo,entender
7837,horas,hora
7816,personas,persona
7775,capitan,capitan
7762,adelante,adelante
7725,nino,nino
7724,listo,listo
7683,noches,noche
7659,buenos,bueno
7652,iba,ir
7641,juntos,junto
7578,dame,dar
7569,unico,unico
7568,dejame,dejar
7555,cerca,cerca
7548,otros,otro
7539,sigue,seguir
7534,grande,grande
7523,arriba,arriba
7503,jefe,jefe
7487,habla,habla
7440,supongo,suponer
7433,manera,manera
7406,quieren,querer
7405,feliz,feliz
7374,significa,significar
7370,sangre,sangre
7359,fin,fin
7347,bajo,bajo
7334,llama,llama
7284,venir,venir
7257,morir,morir
7247,importante,importante
7229,hiciste,hacer
7226,ojos,ojo
7216,escucha,escucha
7146,entrar,entrar
7130,ningun,ningun
7126,corazon,corazon
7110,diablos,diablos
7108,necesitamos,necesitar
7098,atras,atras
7083,durante,durante
7077,dices,decir
7054,nuestros,nuestro
7039,persona,persona
7015,abajo,abajo
7005,dr,dr
6984,hija,hija
6976,dejar,dejar
6965,necesita,necesitar
6965,llegar,llegar
6930,hago,hacer
6909,senora,senora
6853,haya,haya
6840,suficiente,suficiente
6820,doctor,doctor
6791,gustaria,gustaria
6784,tierra,tierra
6768,cara,cara
6760,siquiera,siquiera
6746,genial,genial
6732,cree,crear
6678,supuesto,supuesto
6672,tomar,tomar
6639,equipo,equipo
6629,justo,justo
6624,juego,juego
6586,ninguna,ninguno
6584,matar,matar
6527,cinco,cinco
6511,dicen,decir
6489,amo,amo
6459,cuando,cuando
6450,pequeno,pequeno
6414,algunos,alguno
6391,conozco,conocer
6381,clase,clase
6325,maldito,maldito
6321,unas,un
6320,muchos,mucho
6313,hubiera,haber
6304,segundo,segundo
6289,aunque,aunque
6277,pueda,poder
6271,dime,decir
6270,igual,igual
6269,comida,comida
6263,ay,ay
6261,cuerpo,cuerpo
6241,encontrar,encontrar
6226,fuerte,fuerte
6221,vuelta,vuelta
6201,venga,venga
6161,creer,creer
6140,realidad,realidad
6098,saben,saber
6089,puta,puta
6015,deberias,deberias
5993,pregunta,pregunta
5993,fui,ir
5981,cuatro,cuatro
5979,sra,sra
5962,primer,primero
5949,trabajar,trabajar
5946,e,e
5929,hagas,hacer
5917,alto,alto
5910,maldita,maldito
5908,comer,comer
5907,numero,numerar
5904,dar,dar
5896,necesitas,necesitar
5896,john,john
5893,oportunidad,oportunidad
5851,punto,punto
5850,misma,mismo
5848,ultima,ultimar
5842,afuera,afuera
5826,mujeres,mujer
5815,pensar,pensar
5811,fueron,ir
5794,dificil,dificil
5750,vivir,vivir
5745,paso,paso
5741,malo,malo
5713,estabas,estar
5689,vivo,vivo
5640,haga,hacer
5639,queda,queda
5629,hijos,hijo
5620,mayor,mayor
5620,fiesta,fiesta
5613,hacen,hacer
5609,medio,medio
5604,algunas,alguno
5589,basta,basta
5538,ei,ei
5531,arma,arma
5529,vino,vino
5521,meses,mes
5513,cuarto,cuarto
5512,este,este
5509,escuela,escuela
5482,este,este
5476,dolares,dolar
5426,tio,tio
5424,posible,posible
5423,tuve,tener
5423,facil,facil
5418,preocupes,preocupar
5414,jack,jack
5387,luz,luz
5382,eran,ser
5373,carajo,carajo
5365,final,final
5360,lista,lista
5358,trata,trata
5356,armas,arma
5326,hermana,hermana
5311,exactamente,exactamente
5299,chicas,chico
5291,podia,podia
5289,bastante,bastante
5288,seguridad,seguridad
5283,pasando,pasar
5283,esperando,esperar
5275,aca,aca
5271,telefono,telefono
5265,perro,perro
5259,fuego,fuego
5249,murio,murio
5232,tampoco,tampoco
5210,sola,solo
5192,estuvo,estar
5188,verte,ver
5175,ire,ire
5174,tenido,tener
5173,culpa,culpa
5168,veras,veras
5160,adonde,adonde
5153,buscando,buscar
5127,cuanto,cuanto
5096,padres,padre
5066,paz,paz
5055,demonios,demonios
5037,estara,estara
5004,cual,cual
4976,perdon,perdon
4965,asi,asi
4955,jugar,jugar
4921,pensando,pensar
4919,esperar,esperar
4914,sabemos,saber
4902,recuerdo,recuerdo
4889,par,par
4886,joven,joven
4870,seguir,seguir
4868,pueblo,pueblo
4846,tenga,tener
4840,caballeros,caballero
4839,idiota,idiota
4838,dio,dar
4821,minuto,minuto
4820,bebe,bebe
4819,unica,unica
4804,lejos,lejos
4790,nuestras,nuestro
4775,plan,plan
4767,pienso,pienso
4748,sentido,sentido
4747,dormir,dormir
4743,digas,decir
4739,palabra,palabra
4726,correcto,correcto
4722,control,control
4715,vemos,ver
4714,entiendes,entender
4689,pais,pais
4686,seis,seis
4679,ultimo,ultimo
4668,esta,este
4651,diga,diga
4639,podrias,podrias
4601,pequena,pequena
4589,callate,callar
4586,trato,treating
4582,rey,rey
4581,sucede,suceder
4580,sam,sam
4578,muchachos,muchacho
4577,jamas,jamas
4576,cama,cama
4572,srta,srta
4553,ayudar,ayudar
4552,acerca,acerca
4530,di,dar
4518,cambio,cambio
4507,falta,falta
4505,hospital,hospital
4486,lleva,llevar
4478,presidente,presidente
4473,mil,mil
4431,gusto,gusto
4422,conoces,conocer
4407,diciendo,decir
4402,os,vosotros
4392,ido,ido
4392,general,general
4389,extrano,extrano
4388,semanas,semana
4384,coche,coche
4373,peor,peor
4368,mucha,mucho
4358,disculpe,disculpe
4358,dire,dire
4347,anoche,anoche
4344,perder,perder
4342,vamonos,vamonos
4307,nave,nave
4307,cielo,cielo
4303,habra,habra
4292,orden,orden
4288,segura,seguro
4276,querida,querido
4275,nina,nina
4260,michael,michael
4249,increible,increible
4243,ademas,ademas
4235,deben,deber
4227,libro,libro
4223,calle,calle
4212,cafe,cafe
4206,piensas,pensar
4200,hacemos,hacer
4192,especial,especial
4189,queremos,querer
4187,ia,ia
4178,clark,clark
4167,irme,ir
4159,perfecto,perfecto
4155,buscar,buscar
4153,odio,odio
4145,piensa,pensar
4143,oficina,oficina
4142,hablas,habla
4138,libre,libre
4121,agente,agente
4108,york,york
4104,llamar,llamar
4099,mala,malo
4099,detras,detras
4081,viste,viste
4073,dile,decir
4060,grandes,grande
4058,recuerdas,recordar
4051,real,real
4039,estaban,estar
4036,mia,mia
4035,frente,frente
4030,perdido,perdido
4018,llamo,llamar
4015,muertos,muerto
4015,millones,millon
4015,asesino,asesino
3978,sueno,sueno
3966,quisiera,querer
3964,habria,habria
3953,hara,hara
3934,viaje,viaje
3931,probablemente,probablemente
3931,peter,peter
3923,resto,resto
3920,estare,estare
3910,maldicion,maldicion
3900,lamento,lamento
3899,muchacho,muchacho
3898,avion,avion
3885,ropa,ropa
3883,fuerza,fuerza
3871,llamado,llamado
3870,oido,oido
3867,frank,frank
3856,dado,dado
3855,encima,encima
3854,negro,negro
3835,usar,usar
3832,informacion,informacion
3831,uds,uds
3823,preguntas,pregunta
3822,tuvo,tener
3819,secreto,secreto
3815,vuelve,volver
3814,miren,mirar
3813,quieras,querer
3811,haria,haria
3804,acaba,acabar
3791,otras,otro
3778,incluso,incluso
3777,sientes,sentar
3774,deberiamos,deberiamos
3766,haz,haz
3754,decirte,decir
3746,boca,boca
3734,dolor,dolor
3733,bano,bano
3725,adentro,adentro
3720,profesor,profesor
3713,habitacion,habitacion
3712,dano,dano
3711,tuyo,tuyo
3700,seas,ser
3693,noticias,noticia
3687,demas,demas
3681,querido,querido
3679,duro,duro
3677,poner,poner
3662,prueba,prueba
3656,mire,mirar
3655,tonto,tonto
3649,campo,campo
3645,siendo,ser
3645,diez,diez
3606,ese,ese
3605,tranquilo,tranquilo
3600,asunto,asunto
3599,acabo,acabamiento
3595,quedate,quedar
3595,derecho,derecho
3592,placer,placer
3591,recuerda,recordar
3587,estuve,estar
3585,tratando,tratar
3582,ejercito,ejercitar
3580,futuro,futuro
3575,llevar,llevar
3569,compania,compania
3558,venido,venir
3552,listos,listo
3547,haremos,hacer
3535,sitio,sitio
3527,verlo,ver
3525,puesto,puesto
3525,atencion,atencion
3506,sino,sino
3503,cambiar,cambiar
3501,error,error
3493,blanco,blanco
3489,raro,raro
3483,palabras,palabra
3478,llego,llegar
3476,sal,sal
3475,pase,pase
3470,mente,mente
3464,sistema,sistema
3462,pelicula,pelicula
3462,anda,anda
3460,ello,ello
3457,negocio,negocio
3445,novia,novio
3438,permiso,permiso
3438,crei,crei
3437,suena,sonar
3427,ocurre,ocurrir
3425,oficial,oficial
3425,espere,esperar
3422,aire,aire
3421,george,george
3397,mato,mato
3396,harry,harry
3395,regresar,regresar
3389,vio,ver
3373,hazlo,hacer
3357,trasero,trasero
3352,grupo,grupo
3346,entendido,entendido
3339,senorita,senorita
3335,musica,musica
3334,perra,perro
3330,conoce,conocer
3326,empezar,empezar
3317,siente,sentar
3303,acabo,acabamiento
3302,estupido,estupido
3294,diferente,diferente
3289,traje,traje
3286,modo,modo
3275,james,james
3273,encontre,encontre
3260,mensaje,mensaje
3257,llamada,llamada
3239,navidad,Navidad
3234,eras,era
3232,pena,pena
3231,largo,largo
3227,entra,entrar
3224,piso,the
3224,foto,foto
3224,dijeron,decir
3211,medico,medico
3208,accidente,accidente
3204,fuiste,ir
3199,imposible,imposible
3194,podriamos,podriamos
3190,linea,linear
3180,propia,propio
3177,barco,barco
3167,ganar,ganar
3159,normal,normal
3150,segundos,segundos
3142,vive,vivar
3133,mitad,mitad
3129,quiera,querer
3120,tras,tras
3120,decirle,decir
3118,lindo,lindo
3118,funciona,funcionar
3109,programa,programa
3103,vine,venir
3103,abre,abrir
3102,sean,ser
3098,pagar,pagar
3094,fotos,foto
3089,centro,centro
3085,supone,suponer
3083,basura,basura
3079,situacion,situacion
3075,mejores,mejor
3068,vienen,venir
3065,encanta,encantar
3064,marido,marido
3057,personal,personal
3055,maestro,maestro
3053,hambre,hambre
3052,ataque,ataque
3047,culo,culo
3046,dale,dale
3044,pie,pie
3041,conseguir,conseguir
3036,trabajando,trabajar
3035,gracioso,gracioso
3030,dejo,dejo
3021,pudo,poder
3021,derecha,derecha
3019,izquierda,izquierda
3016,proxima,proxima
3004,pobre,pobre
3000,respuesta,respuesta
2998,tipos,tipo
2997,sentir,sentir
2995,tenias,tenia
2993,pude,poder
2990,darle,dar
2989,voz,voz
2986,amiga,amiga
2982,gustan,gustar
2980,vista,vista
2975,salvo,salvo
2971,loca,loca
2971,hotel,hotel
2970,hicieron,hacer
2967,ten,tener
2967,temo,temar
2966,senal,senal
2966,pelo,pelo
2966,llevo,llevar
2964,ayer,ayer
2960,das,dar
2959,nena,nene
2958,servicio,servicio
2943,tren,tren
2943,tom,tom
2936,bonito,bonito
2933,mes,mes
2929,tendra,tendra
2925,tendras,tendras
2924,edad,edad
2923,ellas,ellas
2921,hermosa,hermoso
2915,ben,ben
2910,honor,honor
2894,simplemente,simplemente
2875,llamas,llama
2874,tengas,tener
2874,corre,correr
2874,baja,baja
2873,sol,sol
2872,sientate,sientate
2869,dan,dan
2867,humano,humano
2866,divertido,divertido
2865,sexo,sexo
2864,vuelto,vuelto
2855,peligro,peligro
2847,mesa,mesa
2847,jimmy,jimmy
2845,siguiente,siguiente
2842,hablo,hablar
2842,disculpa,disculpa
2838,decirme,decir
2834,joe,joe
2834,caja,caja
2832,negocios,negocio
2824,mision,mision
2822,silencio,silencio
2818,sale,sale
2818,llegado,llegado
2807,estaria,estaria
2803,regreso,regreso
2803,media,media
2774,estan,estan
2772,propio,propio
2772,charlie,charlie
2769,oro,oro
2757,enseguida,enseguida
2751,linda,lindo
2745,prometo,prometer
2733,esposo,esposo
2727,norte,norte
2726,hubo,haber
2725,juro,juro
2724,muerta,muerto
2724,interesante,interesante
2714,pensaba,pensar
2706,busca,busca
2702,terminar,terminar
2698,tendre,tendre
2696,completamente,completamente
2694,cita,cita
2690,siete,siete
2685,cumpleanos,cumpleanos
2681,abogado,abogado
2677,alrededor,alrededor
2676,cerebro,cerebro
2672,porque,porque
2672,llave,llave
2669,santo,santo
2669,hermoso,hermoso
2667,necesario,necesario
2665,edificio,edificio
2664,irnos,ir
2661,aun,aun
2655,tendremos,tener
2648,vayas,vaya
2641,doy,dar
2640,trae,traer
2640,salio,salio
2638,ley,ley
2630,ahi,ahi
2624,verdadero,verdadero
2623,pelea,pelea
2620,banco,banco
2618,terrible,terrible
2616,calma,calma
2614,cena,cena
2613,dare,dare
2606,gobierno,gobierno
2604,comprar,comprar
2590,creen,crear
2584,sargento,sargento
2581,destino,destino
2579,bob,bob
2574,existe,existir
2571,hacia,hacia
2561,novio,novio
2543,sala,sala
2540,traves,traves
2537,regalo,regalo
2536,iglesia,iglesia
2535,decia,decia
2533,cualquiera,cualquiera
2532,excelente,excelente
2532,esperen,esperar
2532,deseo,deseo
2532,alma,alma
2531,diablo,diablo
2528,deje,dejo
2525,cuantos,cuanto
2521,espada,espada
2519,estabamos,estabamos
2519,carne,carne
2518,maravilloso,maravilloso
2508,vidas,vida
2504,sucedio,sucedio
2501,oi,oi
2500,peligroso,peligroso
2496,direccion,direccion
2492,libertad,libertad
2492,jesus,jesus
2491,ocurrio,ocurrio
2485,vere,vere
2484,suenos,suenos
2484,pudiera,poder
2481,detective,detective
2480,sorpresa,sorpresa
2475,tuya,tuyo
2475,pies,pie
2471,club,club
2468,terminado,terminado
2466,infierno,infierno
2464,creia,creia
2461,luna,luna
2460,salvar,salvar
2458,carta,carta
2457,estes,estes
2453,cielos,cielos
2452,teniente,teniente
2452,encuentra,encontrar
2452,david,david
2448,veamos,ver
2448,quise,querer
2447,escuchame,escuchame
2445,necesitan,necesitar
2443,ambos,ambos
2442,decision,decision
2440,roma,romo
2440,enemigo,enemigo
2430,hicimos,hacer
2424,ei,ei
2424,dulce,dulce
2422,pruebas,prueba
2419,querias,querias
2411,abuelo,abuelo
2408,totalmente,totalmente
2407,mirando,mirar
2406,vayan,ir
2406,carrera,carrera
2401,vuelo,vuelo
2395,ante,ante
2394,bienvenido,bienvenido
2393,haras,haras
2393,encontramos,encontrar
2393,encontrado,encontrado
2392,contacto,contacto
2391,posicion,posicion
2390,saberlo,saber
2387,planeta,planeta
2387,humanos,humano
2382,coronel,coronel
2379,junto,junto
2378,diria,diria
2372,esa,ese
2372,base,base
2369,oir,oir
2357,suelo,suelo
2356,pelear,pelear
2354,ayudarte,ayudar
2350,pistola,pistola
2347,frio,frio
2344,comandante,comandante
2339,partes,partes
2339,llega,llegar
2334,veras,veras
2330,sur,sur
2326,iremos,ir
2319,rato,rato
2316,mar,mar
2316,espacio,espacio
2313,asesinato,asesinato
2311,ventana,ventana
2311,prisa,prisa
2309,tienda,tienda
2298,camara,camara
2296,puedas,poder
2294,segun,segun
2292,broma,broma
2289,reunion,reunion
2287,despierta,despierto
2286,sacar,sacar
2276,ti,tu
2276,segunda,segundo
2267,papel,papel
2264,locura,locura
2261,departamento,departamento
2257,horrible,horrible
2253,enfermo,enfermo
2252,pregunto,preguntar
2250,carcel,carcel
2248,ordenes,ordenar
2245,intento,intento
2244,isla,isla
2241,salida,salida
2239,llamo,llamar
2238,volvere,volvere
2238,usa,usar
2238,gato,gato
2237,paul,paul
2237,hagan,hacer
2237,dejes,deje
2233,duele,dolar
2230,vengan,vengar
2227,crimen,crimen
2223,esperaba,esperar
2222,causa,causa
2221,bar,bar
2219,sere,sere
2218,ocho,ocho
2210,temprano,temprano
2210,rio,rio
2206,relacion,relacion
2204,drogas,droga
2201,luces,luz
2190,bromeando,bromear
2186,ojala,ojala
2186,hablamos,hablar
2185,trabaja,trabajar
2185,irse,ir
2184,libros,libro
2181,radio,radio
2181,mary,mary
2180,ray,ray
2180,bill,bill
2176,vienes,venir
2167,quedan,quedar
2166,excepto,excepto
2166,brazo,brazo
2161,tome,tomar
2159,rojo,rojo
2156,conocido,conocido
2155,universidad,universidad
2155,investigacion,investigacion
2155,batalla,batalla
2151,reglas,regla
2151,cargo,cargo
2148,hogar,hogar
2141,ninguno,ninguno
2137,dieron,dar
2136,vuelva,volver
2133,sabias,sabias
2132,respeto,respeto
2131,estacion,estacion
2131,corte,corte
2130,paciente,paciente
2127,encuentro,encuentro
2126,energia,energia
2126,dejado,dejado
2126,baile,baile
2125,fbi,fbi
2123,abuela,abuela
2119,caliente,caliente
2118,vieja,viejo
2117,viendo,ver
2115,veremos,ver
2115,rayos,rayos
2112,simple,simple
2109,bailar,bailar
2106,papa,papa
2097,triste,triste
2096,zona,zona
2096,seras,seras
2093,guardia,guardia
2092,cancion,cancion
2089,salud,salud
2086,escuchar,escuchar
2079,parar,parar
2079,mike,mike
2079,estaras,estaras
2078,cenar,cenar
2075,max,max
2071,soldados,soldado
2070,caballo,caballo
2068,seran,seran
2065,estaremos,estar
2058,interesa,interesar
2054,volar,volar
2054,principio,principio
2051,nivel,nivel
2048,calmate,calmate
2047,conocer,conocer
2044,finalmente,finalmente
2044,alegro,alegrar
2043,debajo,debajo
2041,podrian,podrian
2041,bosque,bosque
2040,bonita,bonito
2037,bolsa,bolsa
2036,pone,poner
2035,taxi,taxi
2035,ocupado,ocupado
2030,amable,amable
2028,ryan,ryan
2028,acaso,acaso
2027,detente,detente
2026,imbecil,imbecil
2021,san,san
2021,equivocado,equivocado
2020,viva,vivo
2019,puso,poner
2019,obra,obra
2016,consejo,consejo
2013,publico,publico
2011,ayudame,ayudame
2010,animales,animal
2008,azul,azul
2007,apuesto,apuesto
2006,prision,prision
2004,mirar,mirar
2001,inteligente,inteligente
1998,metros,metro
1997,fantastico,fantastico
1993,proximo,proximo
1992,jugando,jugar
1990,ojo,ojo
1987,salga,levy
1986,vea,ver
1986,llaman,llamar
1983,entrada,entrada
1983,duda,duda
1982,cerveza,cerveza
1981,unidos,unido
1978,matado,matado
1971,princesa,princesa
1971,perdi,perdi
1970,entender,entender
1969,santa,santo
1965,quedar,quedar
1965,miles,miles
1965,llamare,llamare
1965,companero,companero
1956,pensado,pensar
1956,espalda,espalda
1956,deje,dejo
1956,bomba,bomba
1956,alex,alex
1954,cartas,carta
1953,apenas,apenas
1946,leer,leer
1944,hermanos,hermano
1941,darme,dar
1938,papi,papi
1938,mantener,mantener
1937,suyo,suyo
1937,rico,rico
1936,verla,ver
1936,lee,leer
1927,bobby,bobby
1922,sigues,seguir
1921,toca,toca
1917,olvidalo,olvidalo
1914,accion,accion
1907,hayas,haya
1907,dioses,dios
1906,mando,mando
1906,dejare,dejare
1904,llegue,llegue
1904,formas,forma
1903,uh,uh
1903,henry,henry
1903,cierra,cerrar
1900,damas,damas
1892,puente,puente
1891,memoria,memoria
1889,regresa,regresar
1888,muevanse,muevanse
1887,parecia,parecia
1885,vestido,vestido
1885,llaves,llave
1884,tv,tv
1884,camion,camion
1884,acabar,acabar
1882,robot,robot
1882,llevo,llevar
1881,monton,monton
1881,estuviste,estar
1877,maquina,maquina
1874,puertas,puerta
1872,podamos,podar
1869,muere,morir
1868,trago,trago
1868,mayoria,mayoria
1867,reina,reina
1863,lleno,lleno
1862,ingles,ingles
1861,don,don
1860,soldado,soldado
1860,estrella,estrella
1860,escuche,escuchar
1859,valor,valor
1857,pido,pedir
1857,delante,delante
1855,codigo,codigo
1854,heroe,heroe
1854,fe,fe
1851,capaz,capaz
1845,verme,verme
1845,beber,beber
1844,velocidad,velocidad
1844,darte,dar
1843,llevas,llevar
1841,partido,partido
1840,estuviera,estar
1836,tony,tony
1834,lex,lex
1834,dia,dia
1832,opinion,opinion
1831,irte,ir
1831,cocina,cocina
1831,abrir,abrir
1830,perros,perro
1829,tambien,tambien
1829,sepa,sepa
1829,pareces,parecer
1829,escribir,escribir
1828,golpe,golpe
1825,tenia,tenia
1825,alta,alta
1820,estados,estado
1817,tocar,tocar
1815,vuelvo,volver
1814,habian,habian
1814,ganas,gana
1811,hacerte,hacer
1808,dejo,dejo
1806,volvio,volvio
1805,ejemplo,ejemplo
1804,robert,robert
1803,contar,contar
1798,tenian,tenian
1794,proposito,proposito
1790,entiende,entender
1790,empieza,empezar
1790,anillo,anillo
1788,londres,londres
1786,tendria,tendria
1783,pedir,pedir
1783,estilo,estilo
1783,ayudarme,ayudar
1782,pista,pista
1782,cambiado,cambiado
1780,escapar,escapar
1780,eeuu,eeuu
1777,encontro,encontro
1776,espiritu,espiritu
1775,viejos,viejo
1773,molesta,molesto
1771,nota,nota
1771,diferencia,diferencia
1770,tratar,tratar
1769,precio,precio
1767,caballero,caballero
1765,sirve,servir
1765,alegra,alegrar
1763,doble,doble
1763,agradable,agradable
1762,embargo,embargo
1760,tengan,tener
1758,tuvimos,tener
1758,sube,subir
1758,esten,esten
1757,mami,mami
1757,emergencia,emergencia
1756,cuello,cuello
1755,boda,boda
1755,aprender,aprender
1754,pete,pete
1753,te,te
1750,informe,informe
1750,blanca,blanco
1746,experiencia,experiencia
1742,debia,debia
1741,podido,poder
1740,mentira,mentira
1740,director,director
1739,mata,mata
1736,exacto,exacto
1736,eddie,eddie
1735,dejalo,dejalo
1733,defensa,defensa
1731,tuviste,tener
1727,confiar,confiar
1727,color,color
1727,bond,bond
1726,hacerle,hacer
1726,aquel,aquel
1723,conoci,conoci
1722,probar,probar
1722,principe,principe
1722,ira,ira
1719,soio,soio
1718,ai,ai
1717,despacio,despacio
1715,tiro,tiro
1714,vacaciones,vacacion
1714,perdio,perdio
